post,2023-04-20 07:28:36,3084958363213734436,montura_official,".
The season has begun, nature is waiting for you. Run! 
-
La stagione è iniziata, la natura ti sta aspettando. Corri!

Link in bio
#Montura #MonturaPeople #SearchingForANewWay",
post,2023-03-22 18:09:34,3064262466665493574,montura_official,"Our planet is almost three-quarters covered by water. It is inconceivable to think that one billion people do not have access to clean one yet. We must, more than ever, reduce waste and fight drought, reducing our environmental impact. Without water, there is no life. Please don't waste it.

-
 
Il nostro pianeta è ricoperto per quasi tre quarti di acqua, è inconcepibile pensare che un miliardo di persone non abbiano ancora l'accesso a quella potabile. Dobbiamo più che mai ridurre gli sprechi e combattere la siccità, riducendo il nostro impatto ambientale. Senza acqua non c'è vita, non sprecarla. 
 
● • • 
#WorldWaterDay 
#GiornataMondialeAcqua 
#Montura 
#SearchingForANewWay 
#MonturaPeople 
• • ●",
post,2023-03-08 10:12:00,3053875239615830760,montura_official,"Montura stands by women every day. 
Going down any road, towards any adventure.
-
Ogni giorno Montura è al fianco delle donne. 
Percorrendo qualsiasi strada, verso ogni avventura.

● • • 
#Montura 
#SearchingForANewWay 
#MonturaPeople 
• • ●",
post,2023-03-03 16:00:10,3050426605439558037,montura_official,"Only by living in harmony with what surrounds us, we can preserve our ecosystems. We celebrate World Wildlife Day by recalling some of the places we support and that are searching for this balance: @artesella in Val di Sella (Trentino); @camminonaturaledeiparchi, between Lazio and Abruzzo, and La Collina Di Lorenzo, (Mantova). 

 -

Solo vivendo in armonia con ciò che ci circonda possiamo preservare i nostri ecosistemi. Celebriamo la Giornata Mondiale della Natura ricordando alcuni dei luoghi che sosteniamo per la ricerca di questo equilibrio: @artesella in Val di Sella (Trentino); il @camminonaturaledeiparchi, tra Lazio e Abruzzo, e La Collina Di Lorenzo (Mantova). 
 

● • • 
#Montura 
#SearchingForANewWay 
#MonturaPeople 
#WorldWildlifeDay 
• • ●",
post,2023-02-28 17:31:23,3048298190112733189,montura_official,"Whoever you are, whatever contact with Nature you're looking for, don't let the upcoming season catch you unprepared. The Montura 2023 spring/summer collection is now available in all Montura Stores and affiliates and on the website montura.it/shop 
-
Chiunque tu sia, qualsiasi contatto con la Natura tu stia cercando, non farti cogliere impreparato dalla stagione in arrivo. La collezione Montura spring / summer 2023 è disponibile adesso presso tutti i Montura Store e affiliati, e sul sito montura.it/shop 

● • • 
#Montura 
#SearchingForANewWay 
#MonturaPeople 
• • ●",
post,2023-02-24 10:00:05,3045171939135080374,montura_official,"All we need is a world where children go to school thoughtless. Stop the war. 

- 

Tutto ciò di cui abbiamo bisogno è un mondo dove i bambini vanno a scuola senza pensieri. No alla guerra. 

📷: @clarkegiles 

● • • 
#Montura 
#SearchingForANewWay 
#MonturaPeople 
• • ●",
post,2023-02-22 16:51:02,3043929218995092442,montura_official,"When the search for balance is everything, every step, every half-metre you take is a leap into the void, an emotion that can move whole worlds inside you. Watch now the movie ""The Balance Seekers"" with paraclimbers Simone Salvagnin ( @simone_salvagnin_official) and Urko Carmona (@urkocarmona). Link in bio.

-

Quando la ricerca dell’equilibrio è tutto, ogni passo, ogni mezzo metro che compi è un salto nel vuoto, un’emozione che può far muovere mondi interi dentro di te. Guarda ora su YouTube “The Balance Seekers”, con i paraclimbers Simone Salvagnin e Urko Carmona. Link in bio.

● • •
#Montura 
#SearchingForANewWay
#MonturaPeople 
• • ●",
post,2023-02-17 15:58:43,3040270063909113079,montura_official,"For the eight year in a row we are partners of Festival Gorniškega Filma, the most important of this kind in Slovenia, dedicated to mountain culture and directed by our ambassador Silvo Karo. Don’t miss the chance, until tomorrow go see a movie in one of the four location of the festival. 
- 
Per l’ottavo anno consecutivo siamo partner del Festival Gorniškega Filma, il più importante di questo genere in Slovenia, dedicato alla cultura alpinistica e diretto dal nostro ambassador Silvo Karo. Non perdete l’occasione, fino a domani andate a vedere un film in una delle quattro location del festival. 
 
● • • 
#Montura 
#SearchingForANewWay 
#MonturaPeople 
• • ●",
post,2023-02-03 11:09:38,3029986645071403672,montura_official,"Cerro Torre, Patagonia: the forbidden dream of many mountaineers dissolves. Where ice and snow used to be there by definition, granite slabs can now be glimpsed over which abundant water flows. The agony of the glaciers is also evident here. Read the story from @franzsalvaterra's last expedition, the italian UIAGM-IFMGA mountain guide - link in bio - 

-

Cerro Torre, Patagonia: il sogno proibito di molti alpinisti si sta dissolvendo. Dove ghiaccio e neve c'erano per definizione, ora si intravedono placche di granito su cui scorre abbondante acqua. L'agonia dei ghiacciai è evidente anche qui. Leggi il racconto dell’ultima spedizione di @franzsalvaterra, guida alpina UIAGM-IFMGA - vedi link in bio - 

● • •
#Montura 
#SearchingForANewWay
#MonturaPeople 
• • ●",
post,2023-01-20 12:04:44,3019867532380035393,montura_official,"Montura è... oltre 70 film sostenuti negli ultimi 15 anni, per promuovere temi come i cambiamenti climatici, l'inclusione, le pari opportunità, le diverse marginalità; un impegno continuo verso cultura e solidarietà. Celebriamo la giornata mondiale del cinema italiano ricordando l’ultimo film per il quale abbiamo potuto dare il nostro supporto, “Le otto montagne”, diretto da Felix Van Groeningen e Charlotte Vandermeersch, vincitore del Premio Della Giuria dell'ultima edizione del Festival di Cannes. Ringraziamo il produttore Wildside per aver scelto la qualità e la funzionalità dei nostri capi.

● • •
#Montura 
#SearchingForANewWay
#MonturaPeople 
• • ●

#LeOttoMontagne è scritto e diretto da Felix Van Groningen e @charlottevanderme_ersch, con @alessandro.borghi e #LucaMarinelli, tratto dal libro di @cognettipaolo.

Prodotto da @wildsidesrl, #Rufus, #Menuetto, @pyramide_productions, @visionfilmdistribution , in collaborazione con @elastic_film e @skyitalia.

#TheEightMountains",
